ID_Pedido,Nome_Cliente,Valor_Compra,Data_Pedido,Categoria_Produto
P0955,Lucas Pereira,685.13,2023-05-23,Fone de Ouvido
P0956,,,17/05/2024,televisão
P0957,Maria Oliveira,1213.95,2023-12-06,laptop
P0958,,,2023-05-27,televisão
P0959,Pedro Santos,4390.78,2022-05-16,laptop
P0960,Maria Oliveira123,294.19,2024-01-28,laptop
P0961,Pedro Santos,3416.99,2024-09-05,Smartphone
P0962,Ana Costa,4261.79,2022-07-13,laptop
P0963,Lucas Pereira,892.03,2023-08-03,laptop
P0964,Pedro Santos,3905.45,2022-02-14,laptop
P0965,Ana Costa,1873.55,2022-10-18,Smartphone
P0966,João Silva,533.07,2023-11-15,Fone de Ouvido
P0967,João Silva,3263.2,2023-05-22,Acessórios
P0968,Ana Costa,1553.01,2023-12-05,Acessórios
P0969,Pedro Santos,794.74,2023-09-27,Smartphone
P0970,Joao Silva,732.89,2024-12-30,televisão
P0971,Pedro Santos,1846.7,2023-09-08,Acessórios
P0972,Ana Costa,733.33,2022-08-03,Acessórios
P0973,Ana Costa,589.42,05/07/2024,Acessórios
P0974,Ana Costa,4607.83,2022-01-25,Smartphone
P0975,Lucas Pereira,2714.23,2023-06-22,laptop
P0976,,992.3,21-05-24,Smartphone
P0977,João Silva,4055.74,2024-10-24,Fone de Ouvido
P0978,Joao Silva,841.6,2023-04-18,laptop
P0979,Joao Silva,3631.57,2023-04-20,Acessórios
P0980,Pedro Santos,540.43,2023-01-19,laptop
P0981,Maria Oliveira,4177.09,2023-12-13,Smartphone
P0982,Maria Oliveira,1118.08,2023-03-03,laptop
P0983,João Silva,4241.08,2024-05-26,televisão
P0984,Ana Costa,2618.7,2024-11-20,Fone de Ouvido
P0985,Ana Costa,679.1,2022-12-16,Fone de Ouvido
P0986,Maria Oliveira,-13.7633415248531,04/03/2023,televisão
P0987,Ana Costa,1119.17,2023-01-06,laptop
P0988,Pedro Santos,3783.23,2024-01-13,Acessórios
P0989,Lucas Pereira,471.16,2024-05-22,televisão
P0990,João Silva123,1125.64,2024-03-23,laptop
P0991,Pedro Santos,104.73,2023-06-18,laptop
P0992,Ana Costa,4891.08,2025-02-07,televisão
P0993,Lucas Pereira,2675.6,2022-09-10,televisão
P0994,Lucas Pereira,R$ 2124.81,2023-05-03,televisão
P0995,Lucas Pereira,1438.58,2023-09-03,Smartphone
P0996,Ana Costa123,958.09,2024-04-22,Acessórios
P0997,Maria Oliveira,R$ 4685.99,2023-06-14,televisão
P0998,Maria Oliveira,1278.98,2022-08-09,Smartphone
P0999,Pedro Santos,1782.06,2022-03-29,televisão
P1000,Lucas Pereira,4823.47,2025-01-03,Acessórios
P0123,Maria Oliveira,4517.88,2022-05-07,Fone de Ouvido
P0145,Lucas Pereira,4546.83,2022-12-05,laptop
P0152,João Silva,4476.76,2022-04-17,Fone de Ouvido
P0181,João Silva123,3601.15,2024-01-28,Fone de Ouvido
P0641,Ana Costa,1857.32,2023-05-12,laptop
P0357,Lucas Pereira123,4466.94,2024-12-26,Fone de Ouvido
P0411,Ana Costa,863.06,2023-08-01,televisão
P0249,Ana Costa,2731.08,2024-10-18,laptop
P0316,Pedro Santos,,2023-02-04,televisão
P0339,Pedro Santos,4465.46,2022-10-11,laptop
